Title,Year,Format,Region,Theme,Genre,Animated,Watched,Commentary,Nudity,Subtitles,Sound,Runtime,Rating,Starring1,Starring2,Creator1,Decade,Added,Watched
Starman,1984,DVD,2,Extraterrestrial,Drama,N,Y,Y,Y,EN/DK,,110,5,Jeff Bridges,Karen Allen,John Carpenter,1980,,
Starship Troopers (Special Edition),1997,DVD,2,Sci-Fi,Action,N,Y,Y,Y,EN/DK,,125,6,Casper Van Dien,Denise Richards,Paul Verhoeven,1990,,
Starship Troopers 2,2003,DVD,2,Sci-Fi,Action,N,N,Y,N,EN/DK,,88,,Richard Burgi,Lawrence Monoson,Phil Tippett,2000,26/05/2021,
Starship Troopers 3,2008,DVD,2,Sci-Fi,Action,N,N,Y,N,EN/DK,,100,,Casper Van Dien,Jolene Blalock,Ed Neumeier,2000,08/04/2021,
Stealth,2005,DVD,2,War / Military,Action,N,Y,N,N,EN/DK,,116,4,Jamie Foxx,Jessica Biel,Rob Cohen,2000,28/04/2020,01/05/2020
Steamboat Bill Jr.,1928,DVD,2,Classic,Comedy,N,N,N,N,DK,Stereo,70,,Buster Keaton,Tom McGuire,Buster Keaton,1920,25/09/2021,
Steel Dawn,1987,DVD,2,Post-Apoc,Action,N,Y,N,N,DK,,96,4,Patrick Swayze,Lisa Niemi,Lance Hool,1980,,
Step Brothers,2008,DVD,2,Cult,Comedy,N,Y,Y,Y,EN/DK,,101,5,Will Ferrell,John C. Reilly,Adam McKay,2000,28/04/2020,01/05/2020
Stigmata,1999,DVD,2,Demonic,Horror,N,Y,Y,Y,EN/DK,,98,5,Patricia Arquette,Gabriel Byrne,,1990,,
Stir Crazy,1980,DVD,2,Crime,Comedy,N,Y,N,Y,EN/DK,Mono,106,5,Gene Wilder,Richard Pryor,Sidney Portier,1980,24/09/2020,06/09/2021
Storytelling,2002,DVD,2,Dark,Comedy,N,N,N,N,DK,Dolby Digital (5.1),83,,John Goodman,Paul Giamatti,Todd Solondz,2000,18/09/2021,
Stranded,2001,DVD,2,Sci-Fi,Drama,N,Y,N,N,EN/DK,,95,4,,,,2000,,25/09/2019
Street Fighter,1994,Blu-Ray,A/B/C,Sci-Fi,Action,N,Y,Y,N,EN,,101,6,Jean-Claude Van Damme,Raul Julia,Steven De Souza,1990,28/04/2020,10/05/2020
Strings,2005,DVD,2,Fantasy,Adventure,N,N,N,N,DK,DTS,88,,,,,2000,01/08/2021,
Suckerpunch,2011,Blu-Ray,B,Sci-Fi,Action,N,Y,N,Y,DK,,109,5,Emily Browning,Jon Hamm,Zack Snyder,2010,,
Sugar Hill,1993,DVD,2,Crime,Action,N,N,N,N,DK,Dolby Surround (2.1),90,,Wesley Snipes,Michael Wright,Leon Ichaso,1990,18/09/2021,
"Sum of All Fears The (Special Edition) ",2002,DVD,2,Conspiracy,Action,N,Y,Y,N,DK,,119,4,Ben Affleck,Morgan Freeman,Phil Alden Robinson,2000,,
Super 8,2011,DVD,2,Extraterrestrial,Action,N,Y,Y,N,DK,,107,6,Elle Fanning,AJ Michalka,JJ Abrams,2010,,
Superbad (2-Disc Unrated Extended Edition) ,2007,DVD,2,Everyday,Comedy,N,Y,Y,N,EN/DK,,113,7,Michael Cera,Jonah Hill,,2000,,
Superman,1978,DVD,2,Superhero,Action,N,Y,Y,N,EN/DK,,137,5,Christopher Reeve,Gene Hackman,Richard Donner,1970,,14/09/2019
Superman II,1980,DVD,2,Superhero,Action,N,Y,Y,N,EN/DK,,122,4,Christopher Reeve,Gene Hackman ,Richard Donner,1980,,16/09/2019
Superman III,1983,DVD,2,Superhero,Action Comedy,N,Y,Y,N,EN/DK,,119,3,Christopher Reeve,Richard Pryor,,1980,,17/09/2019
Superman IV: The Quest for Peace,1987,DVD,2,Superhero,Action Comedy,N,Y,Y,N,EN/DK,,86,2,Christopher Reeve,Gene Hackman,,1980,,18/09/2019
Superman Returns,2006,DVD,2,Superhero,Action,N,Y,N,N,EN/DK,,147,4,Brandon Routh,Kevin Spacey,Bryan Singer,2000,,19/09/2019
Surrogates,2009,DVD,2,Sci-Fi,Action,N,Y,Y,N,EN/DK,,85,5,Bruce Willis,Rosamund Pike,Jonathan Mostow,2000,,
S.W.A.T,2003,DVD,2,War / Military,Action,N,Y,Y,N,EN/DK,,117,5,Samuel L. Jackson,Colin Farrell,Clark Johnson,2000,28/04/2020,30/04/2020
Swelter,2013,DVD,2,Heist,Action,N,N,N,N,DK,Dolby Digital (5.1),96,,Jean-Claude Van Damme,Alfred Molina,Keith Palmer,2010,25/08/2021,
Switching Channels,1987,DVD,2,,Comedy,N,Y,N,N,DK,,90,4,Burt Reynolds,Kathleen Turner,Ted Kotcheff,1980,24/09/2020,25/09/2020
"Sword and the Sorcerer The",1982,DVD,2,Fantasy,Adventure,N,Y,N,Y,DK,,99,4,,,,1980,08/03/2020,13/03/2020
"Sword in the Stone The",1963,DVD,2,,Adventure,Y,Y,N,N,EN/DK,,76,4,,,,1960,17/11/2020,07/09/2021
Swordfish,2001,Blu-Ray,B,Sci-Fi,Action,N,N,Y,N,EN,,99,,John Travolta,Hugh Jackman,Dominic Sena,2000,21/04/2021,
Sydney White,2007,DVD,2,Romantic,Comedy,N,Y,N,N,EN,,103,4,Amanda Bynes,,,2000,20/07/2020,21/07/2020
Tag,2018,Blu-Ray,B,Chase,Comedy,N,Y,N,N,DK,,100,4,Jeremy Renner,Jon Hamm,,2010,,
Taken,2002,DVD,2,Alien Conflict,Drama,N,N,N,N,EN/DK,Stereo,885,,Dakota Fanning,Matt Frewer,Leslie Bohem,2000,25/09/2021,
Taken (Extended Harder Cut),2007,Blu-Ray,B,Chase,Action,N,Y,N,N,DK,,90,6,Liam Neeson,,Luc Besson,2000,15/01/2020,28/01/2020
Taken 2 (Unrated Extended Cut) ,2012,Blu-Ray,B,Chase,Action,N,Y,N,N,DK,,97,5,Liam Neeson,Famke Janssen,Olivier Megaton,2010,22/01/2020,28/01/2020
Taken 3 (Unrated Extended Cut) ,2014,Blu-Ray,B,Chase,Action,N,Y,N,N,DK,,115,4,Liam Neeson,Forest Whitaker,Olivier Megaton,2010,22/01/2020,28/01/2020
"Taking of Pelham 123 The",2010,DVD,2,Detective,Thriller,N,Y,Y,N,EN/DK,,,5,Denzel Washington,John Travolta,Tony Scott,2010,17/09/2020,20/09/2020
Talladega Nights: The Ballad of Ricky Bobby,2006,DVD,2,Sports,Comedy,N,Y,Y,N,EN/DK,,116,4,Will Ferrell ,John C. Reilly,Adam McKay,2000,28/04/2020,17/05/2020
Tangled,2010,DVD,2,Romantic,Adventure,Y,N,N,N,EN/DK,,96,,,,,2010,14/10/2020,
Tango & Cash,1989,Blu-Ray,B,Buddy Cop,Action Comedy,N,Y,N,Y,EN/DK,,104,5,Sylvester Stallone,Kurt Russell,,1980,,
Team America (Special Collector's Edition),2004,DVD,2,War / Military,Action Comedy,Y,Y,N,Y,DK,,94,6,Trey Parker,Matt Stone,,2000,,27/07/2020
Tears of the Sun,2003,DVD,2,War / Military,Action,N,Y,N,Y,DK,,115,6,Bruce Willis,Monica Bellucci,Antoine Fuqua,2000,22/08/2020,23/08/2020
Technotise: Edit I Ja,2009,DVD,0,Sci-Fi,Drama,Y,N,N,N,EN,,100,,,,,2000,,
ted,2013,DVD,2,Supernatural,Comedy,N,Y,N,N,EN/DK,,102,5,Mark Wahlberg,Seth MacFarlane,Seth MacFarlane,2010,08/04/2021,14/04/2021
Tenacious D: The Pick of Destiny,2004,DVD,2,Cult,Comedy,N,Y,Y,N,DK,,90,6,Jack Black,Kyle Gass,Liam Lynch,2000,08/06/2020,11/06/2020
"Ten Commandments The",1957,DVD,2,Historical,Drama,N,N,N,N,EN/DK,,222,,Charlton Heston,Yul Brynner,Cecil B. DeMille,1950,20/10/2020,
Tenet,2020,DVD,2,Sci-Fi,Thriller,N,Y,N,N,DK,DTS,150,4,John David Washington,Robert Pattinson,Christopher Nolan,2020,4/9/2021,11/09/2021
"Terminal The",2006,DVD,2,Romantic,Drama,N,Y,N,N,EN/DK,,124,5,Tom Hanks,Catherine Zeta-Jones,Steven Spielberg,2000,,
Terminal Velocity,1994,DVD,2,Spy,Action,N,Y,N,N,EN,,98,5,Charlie Sheen,Nastassja Kinski,Deran Sarafian,1990,09/03/2021,01/04/2021
Terminator (Special Edition),1984,DVD,2,Sci-Fi,Thriller,N,Y,N,N,EN/DK,,103,5,Arnold Schwarzenegger,Linda Hamilton,James Cameron,1980,,
Terminator 2: Judgement Day (3-Disc Ultimate Edition),1991,DVD,2,Sci-Fi,Action,N,Y,Y,N,DK,,147,7,Arnold Schwarzenegger,Edward Furlong,James Cameron,1990,,26/12/2019
Terminator 2: Judgement Day,1991,Blu-Ray,2,Sci-Fi,Action,N,N,Y,N,DK,,156,7,Arnold Schwarzenegger,Edward Furlong,James Cameron,1990,23/08/2021,
Terminator 3: Rise of the Machines,2003,DVD,2,Sci-Fi,Action,N,Y,Y,Y,EN/DK,,109,5,Arnold Schwarzenegger,Nick Stahl,Jonathan Mostow,2000,,
Terminator Salvation ,2009,Blu-Ray,A/B/C,Sci-Fi,Action,N,Y,N,N,EN/DK,,114,3,Christian Bale,Sam Worthington,McG,2000,,
Terminator: Genisys,2015,Blu-Ray,B,Sci-Fi,Action,N,Y,N,N,DK,,126,5,Arnold Schwarzenegger,Emilia Clarke,Alan Taylor,2010,,
TerrorStorm,2006,DVD,2,War / Military,Documentary,N,N,N,N,EN,,113,,Alex Jones,,Alex Jones,2000,21/04/2021,
Texas Chainsaw Massacre (Collector's Edition),1974,DVD,2,Serial Killer,Horror,N,Y,Y,N,DK,,84,6,Marilyn Burns,Allen Danziger,Tobe Hooper,1970,,02/08/2020
"Texas Chainsaw Massacre The",2003,DVD,2,Serial Killer,Horror,N,N,Y,N,DK,,90,6,Jessica Biel,Jonathan Tucker,Marcus Nispel,2000,19/07/2021,
Thank You for Smoking,2005,DVD,2,Conspiracy,Comedy,N,Y,N,N,DK,,88,6,Aaron Eckhart,Robert Duvall,Jason Reitman,2000,22/01/2020,
That's My Boy,2012,DVD,2,Romantic,Comedy,N,N,N,Y,EN/DK,,110,,Adam Sandler,Andy Samberg,Sean Anders,2010,30/06/2021,
There Will Be Blood,2005,DVD,2,Historical,Drama,N,N,N,N,EN,,152,,Daniel Day Lewis,Paul Dano,Paul Thomas Anderson,2000,11/06/2021,
They Call Me Trinity,1970,DVD,2,Western,Action Comedy,N,Y,N,N,DK,,109,5,Terrence Hill,Bud Spencer,Enzo Barboni,1970,,
Trinity is Still My Name,1971,DVD,2,Western,Action Comedy,N,Y,N,N,DK,,93,4,Terrence Hill,Bud Spencer,Enzo Barboni,1970,,04/01/2020
They Live,1988,DVD,2,Extraterrestrial,Action,N,Y,Y,N,EN/DK,,89,7,Roddy Piper,Keith David,John Carpenter,1980,,
They Shall Not Grow Old,2018,Blu-Ray,B,Historical,Documentary,N,Y,N,N,DK,,99,5,,,Peter Jackson,2010,01/02/2020,11/07/2020
"Thing The",1982,DVD,2,Extraterrestrial,Body Horror,N,Y,Y,N,EN/DK,,104,7,Kurt Russell,Keith David,John Carpenter,1980,,
"Thirteenth Floor The",1999,DVD,2,Sci-Fi,Thriller,N,Y,Y,N,EN/DK,,96,4,Craig Bierko,Gretchen Mol,Josef Rusnak,1990,,
Thir13en Ghosts,2001,DVD,2,Supernatural,Horror,N,Y,Y,Y,EN/DK,,87,4,Tony Shalhoub,Shannon Elizabeth,Steve Beck,2000,08/07/2020,17/07/2020
"Thomas Crown Affair The",1999,DVD,2,Heist,Thriller,N,Y,Y,Y,EN/DK,Dolby Digital (5.1),108,4,Pierce Brosnan,Rene Russo,John McTiernan,1990,04/09/2021,12/09/2021
Thor,2011,Blu-Ray,A/B/C,Superhero,Action,N,Y,Y,N,EN/DK,,115,5,Chris Hemsworth,Natalie Portman,Kenneth Branagh,2010,22/01/2020,07/02/2020
Thor: The Dark World,2013,Blu-Ray,A/B/C,Superhero,Action,N,Y,Y,N,EN/DK,,108,4,Chris Hemsworth,Natalie Portman,Alan Taylor,2010,22/01/2020,
Thor: Ragnarok,2017,Blu-Ray,A/B/C,Superhero,Action,N,Y,Y,N,EN/DK,,130,5,Chris Hemsworth,Mark Ruffalo,Taika Waititi,2010,,
Three Kings,1999,DVD,2,War / Military,Drama,N,Y,Y,N,EN/DK,,111,5,George Clooney,Mark Wahlberg,David O. Russell,1990,,06/09/2020
"Three Stooges The",1947,DVD,2,Classic,Comedy,N,N,N,N,DK,Stereo,,,Buster Keaton,W.C. Fields,,1940,25/09/2021,
Thunderbolt And Lightfoot,1974,DVD,2,Heist,Action,N,Y,N,Y,DK,Dolby Surround (2.1),110,5,Clint Eastwood,Jeff Bridges,,1970,25/07/2021,15/09/2021
Time Bandits,1981,DVD,2,Fantasy,Adventure,N,N,N,N,DK,,125,,Sean Connery,John Cleese,Terry Gilliam,1980,30/09/2020,
Timecop ,1994,Blu-Ray,B,Time,Action,N,Y,N,Y,DE,Dolby Digital (5.1),98,5,Jean-Claude Van Damme,Ron Silver,Peter Hyams,1990,,
Tinker Tailor Soldier Spy,2011,DVD,2,Spy,Thriller,N,N,Y,N,DK,Dolby Digital (5.1),122,,Gary Oldman,Benedict Cumberbatch,Thomas Alfredson,2010,23/08/2021,
To Hell And Back,1955,DVD,2,War / Military,Action,N,N,N,N,DK,,101,,Audie Murphy,Marshall Thompson,Jesse Hibbs,1950,19/07/2021,
Tomb Raider,2018,DVD,2,Treasure Hunt,Action,N,Y,N,N,DK,,113,3,Alicia Vikander,Dominic West,Roar Uthang,2010,29/03/2021,11/04/2021
Tombstone,1994,DVD,2,Western,Action,N,N,N,N,DK,,123,,Kurt Russell,Val Kilmer,George P Cosmatos,1990,17/04/2021,
Tommorowland: A World Beyond,2015,DVD,2,Sci-Fi,Adventure,N,N,N,N,EN/DK,,125,,George Clooney,Hugh Laurie,Brad Bird,2010,30/06/2021,
Tommy Boy,1995,DVD,2,,Comedy,N,N,N,N,EN/DK,,93,,Chris Farley,David Spade,Peter Segal,1990,17/04/2021,
Top Dog,1994,DVD,2,Buddy Cop,Action Comedy,N,N,N,N,DK,,90,,Chuck Norris,Dog,Aaron Norris,1990,05/07/2021,
Top Gun,1986,Blu-Ray,B,War / Military,Action,N,Y,Y,Y,EN/DK,,110,4,Tom Cruise,Val Kilmer,Tony Scott,1980,,
Torque,2003,DVD,2,Detective,Action,N,N,Y,N,EN/DK,,80,,Ice Cube,Adam Scott,Joseph Kahn,2000,17/06/2021,
Total Recall (2-Disc Collector's Edition),1990,DVD,2,Sci-Fi,Action,N,Y,Y,Y,EN/DK,,108,7,Arnold Schwarzenegger,Michael Ironside ,Paul Verhoeven,1990,,
Toy Story,1995,DVD,2,Family,Adventure,Y,N,Y,N,EN/DK,,88,,Tom Hanks,Tim Allen,John Lasseter,1990,17/06/2021,
Toy Story 2,1999,DVD,2,Family,Adventure,Y,Y,N,N,EN/DK,,80,6,Tom Hanks,Tim Allen,John Lasseter,1990,08/06/2020,26/07/2020
Toy Story 3,2010,DVD,2,Family,Adventure,Y,N,Y,N,EN/DK,,98,,Tom Hanks,Tim Allen,Lee Unkrich,2010,30/09/2020,
Trading Places,1983,Blu-Ray,B,Everyday,Comedy,N,Y,N,Y,EN/DK,,116,7,Eddie Murphy,Dan Aykroyd ,John Landis,1980,,
Training Day,2001,DVD,2,Detective,Thriller,N,Y,Y,Y,EN/DK,,118,5,Denzel Washington,Ethan Hawke,Antoine Fuqua,2000,28/04/2020,05/08/2020
Trainspotting,1995,DVD,2,Crime,Action,N,N,N,N,DK,,90,,Ewan McGregor,Robert Carlyle,Danny Boyle,1990,17/06/2021,
Traitor,2008,DVD,2,Terrorist,Action,N,N,N,N,DK,,110,,Guy Pearce,Don Cheadle,Jeffrey Nachmanoff,2000,27/07/2021,
Transformers,1985,DVD,2,Sci-Fi,Adventure,Y,N,N,N,DK,,65,,,,,1980,11/06/2021,
Transylvania 6-5000,1985,DVD,2,Vampire,Horror Comedy,N,Y,N,N,DK,,96,6,Jeff Goldblum,Geena Davis,Rudy Deluca,1980,24/09/2020,05/10/2020
Tremors,1989,Blu-Ray,B,Monster,Horror Comedy,N,Y,N,N,EN/DK,,96,7,Kevin Bacon,Fred Ward,Ron Underwood,1980,,
Tron: Legacy,2010,Blu-Ray,B,Sci-Fi,Action,N,Y,N,N,EN/DK,,125,5,Garrett Hedlund,Jeff Bridges,Joseph Kosinski,2010,,
Tropic Thunder (2-Disc Director's Cut),2008,DVD,2,War / Military,Action,N,Y,Y,N,DK,,116,6,Ben Stiller,Jack Black,,2000,,
Trouble with the Curve,2012,DVD,2,Sports,Drama,N,N,N,N,EN/DK,Dolby Digital (5.1),106,,Clint Eastwood,Amy Adams,Robert Lorenz,2010,25/09/2021,
"True Detective Season 1",2014,Blu-Ray,B,Detective,Thriller,N,Y,Y,Y,DK,,457,7,Matthew McConaughey,Woody Harrelson,,2010,,
True Grit,2010,Blu-Ray,B,Western,Action Comedy,N,Y,N,N,EN/DK,,110,6,Jeff Bridges,Matt Damon,Cohen Brothers,2010,,
True Lies,1994,DVD,2,Crime,Action Comedy,N,Y,N,N,DK,,135,7,Arnold Schwarzenegger,Jamie Lee Curtis,James Cameron,1990,15/01/2020,18/01/2020
"Truman Show The",1998,DVD,2,TV / Film,Comedy,N,N,N,N,EN/DK,,109,,Jim Carrey,Ed Harris,Peter Weir,1990,14/10/2020,
Tucker & Dale vs. Evil,2010,Blu-Ray,B,Romantic,Horror Comedy,N,Y,N,N,DK,,89,7,Alan Tudyk,Tyler Labine,,2010,,
Twin Peaks: Fire Walk With Me,1992,DVD,2,Detective,Thriller,N,N,N,N,EN/DK,,129,,Sheryl Lee,Harry Dean Stanton,David Lynch,1990,19/07/2021,
Twister,1996,DVD,2,Disaster,Action,N,N,Y,N,EN/DK,,108,,Bill Paxton,Helen Hunt,Jan De Bont,1990,07/04/2021,
Two Minute Warning,1976,DVD,2,Terrorist,Action,N,N,N,N,DK,,110,,Charlton Heston,John Cassavetes,Larry Peerce,1970,25/07/2021,
Two Mules For Sister Sara,1969,DVD,2,Western,Action,N,N,N,N,EN/DK,Mono,109,,Clint Eastwood,Shirley MacLaine,Don Siegel,1960,25/08/2021,
U-571,2000,DVD,2,War / Military,Thriller,N,N,Y,N,DK,,111,,Bill Paxton,Matthew McConaughey,Jonathan Mostow,2000,08/10/2020,
Ultraviolet,2006,DVD,2,Sci-Fi,Action,N,N,Y,N,EN/DK,,84,,Milla Jovovich,William Fichtner,Kurt Wimmer,2000,30/06/2021,
Unbreakable ,2000,DVD,2,Superhero,Thriller,N,Y,N,N,EN/DK,,120,6,Bruce Willis,Samuel L Jackson,M. Night Shyamalan,2000,08/03/2020,05/06/2020
Undefeatable ,1993,DVD,2,Serial Killer,Action,N,Y,N,Y,EN,,88,5,Cynthia Rothrock,,,1990,,09/08/2020
Underworld,2003,DVD,2,Vampire,Action,N,Y,Y,N,DK,,116,5,Kate Beckinsale,Scott Speedman,Danny McBride,2000,,
Underworld Evolution,2006,DVD,2,Vampire,Action,N,Y,N,Y,EN/DK,,102,4,Kate Beckinsale,Scott Speedman,Len Wiseman,2000,13/04/2021,13/04/2021
Under Siege,1992,DVD,2,War / Military,Action,N,Y,N,Y,EN/DK,,98,5,Steven Seagal,Tommy Lee Jones,,1990,,13/09/2019
Under Siege 2,1995,DVD,2,War / Military,Action,N,Y,N,Y,EN/DK,,96,5,Steven Seagal,Eric Bogosian,Geoff Murphy,1990,09/03/2021,02/04/2021
Unforgiven ,1992,Blu-Ray,B,Western,Thriller,N,Y,Y,N,EN/DK,,131,5,Clint Eastwood,Gene Hackman,Clint Eastwood,1990,08/02/2020,12/02/2020
"Uninvited The",2003,DVD,2,Supernatural,Horror,N,N,N,N,EN/DK,,127,,,,,2000,28/07/2021,
Unknown,2011,DVD,2,Conspiracy,Action,N,Y,N,N,EN/DK,,108,5,Liam Neeson,Frank Langella,,2010,,03/01/2020
Unstoppable,2010,DVD,2,Disaster,Action,N,N,N,N,EN/DK,,98,,Denzel Washington,Chris Pine,Tony Scott,2010,05/07/2021,
Up in Smoke,2009,DVD,2,,Adventure,Y,N,N,N,EN/DK,,93,,,,Pete Docter,2000,30/06/2021,
Up in Smoke,1978,DVD,2,Cult,Comedy,N,Y,N,Y,DK,,82,5,Cheech Marin,Tommy Chong,Lou Adler,1970,,02/01/2020
Urban Legend,1998,DVD,2,Serial Killer,Horror,N,N,Y,N,EN/DK,,96,,Jared Leto,Tara Reid,Jamie Blanks,1990,17/6/2021,
U.S. Marshalls,1998,DVD,2,Detective,Action,N,Y,N,N,EN/DK,,126,5,Tommy Lee Jones,Wesley Snipes,Stuart Baird,1990,20/10/2020,26/10/2020
"Usual Suspects The",1995,DVD,2,Detective,Thriller,N,N,N,N,EN,,102,,Stephen Baldwin,Gabriel Byrne,Bryan Singer,1990,10/11/2020,
V for Vendetta,2008,Blu-Ray,B,Conspiracy,Action,N,Y,N,Y,EN/DK,,132,7,Hugo Weaving,Natalie Portman,Wachowski Brothers,2000,22/01/2020,
Valhalla Rising,2009,Blu-Ray,B,Fantasy,Action,N,Y,N,Y,DK,,86,5,Mads Mikkelsen,,Nicolaj Vinding Refn,2000,,
Vampires,1998,DVD,2,Vampire,Action,N,Y,Y,Y,EN/DK,,107,5,James Woods,Daniel Baldwin,John Carpenter,1990,21/08/2020,03/09/2020
Van Helsing,2004,DVD,2,Vampire,Action,N,Y,Y,N,EN/DK,,126,4,Hugh Jackman,Kate Beckinsale ,,2000,,28/09/2019
Van the Man,2002,DVD,2,School,Comedy,N,Y,N,N,DK,,88,4,Ryan Reynolds,Tara Reid,Walt Becker,2000,11/06/2021,09/07/2021
Vanilla Sky,2001,DVD,2,Psychological,Thriller,N,Y,Y,N,DK,,130,6,Tom Cruise,Kurt Russell,,2000,,
Verdict,1982,DVD,2,Court,Drama,N,N,Y,N,EN/DK,Dolby Surround (2.1),124,,Paul Newman,Charlotte Rampling,Sidney Lumet,1980,25/09/2021,
"Village The",2004,DVD,2,Supernatural,Thriller,N,Y,N,N,EN/DK,,103,4,Joaquin Phoenix,Bryce Dallas Howard,M Night Shyamalan,2000,,
Virus,1998,DVD,2,Extraterrestrial,Body Horror,N,Y,N,N,DK,,100,6,Jamie Lee Curtis,William Baldwin,Chuck Pfarrer,1990,28/04/2020,07/05/2020
"Visiteurs Les",1993,DVD,2,Time,Comedy,N,N,N,N,DK,,102,,Jean Reno,Christian Clavier,Jean-Marie Poir,1990,25/07/2021,
"Vvitch The",2016,Blu-Ray,B,Demonic,Horror,N,Y,N,N,EN/DK,,93,4,,,,2010,,
Wake of Death,2004,DVD,2,Crime,Action,N,Y,N,Y,DK,,86,5,Jean-Claude Van Damme,,Phillippe Martinez,2000,28/04/2020,08/05/2020
Walk Hard: The Dewey Cox Story,2007,DVD,2,Music,Comedy,N,Y,Y,Y,EN/DK,,92,5,John C. Reilly,Amy Adams,Jake Kasdan,2000,28/04/2020,13/02/2021
Walking Tall,2004,DVD,2,Vigilante,Action,N,N,N,N,EN/DK,,83,,Dwayne Johnson,Johnny Knoxville,Kevin Bray,2000,02/03/2021,
Wall-E,2008,DVD,2,Sci-Fi,Adventure,Y,Y,N,N,EN/DK,,95,6,,,Andrew Stanton,2000,,
Wanted,2008,Blu-Ray,B,Conspiracy,Action,N,Y,N,N,EN/DK,,110,5,James McAvoy,Angelina Jolie,,2000,22/01/2020,06/02/2020
War of the Worlds,1952,DVD,2,Extraterrestrial,Action,N,N,N,N,DK,,88,6,Gene Barry,Ann Robinson,Byron Haskin,1950,05/07/2021,
War of the Worlds (2-Disc Special Edition),2005,DVD,2,Extraterrestrial,Action,N,Y,N,N,DK,,112,6,Tom Cruise,Dakota Fanning,Steven Spielbarg,2000,,
War Wagon,1959,DVD,2,Western,Action,N,N,N,N,EN/DK,,96,,John Wayne,Kirk Douglas,Burt Kennedy,1950,17/10/2020,
Warm Bodies,2013,DVD,2,Romantic,Comedy,N,Y,N,N,DK,,94,5,Nicholas Hoult,Dave Franco,Jonathan Levine,2010,,
"Watcher The",2000,DVD,2,Serial Killer,Thriller,N,Y,N,N,DK,,92,4,Keanu Reeves,James Spader,Joe Charbanic,2000,28/04/2020,26/05/2020
"Waterboy The",1998,DVD,2,Sports,Comedy,N,N,N,N,EN/DK,,86,,Adam Sandler,Henry Winkler,Frank Coraci,1990,11/09/2020,
Water's Edge,2003,DVD,2,Chase,Thriller,N,N,N,N,DK,,93,,Nathan Fillion,Daniel Baldwin,Harvey Kahn,2000,25/07/2021,
Watership Down,1978,DVD,2,,Adventure,Y,N,N,N,DK,,88,,John Hurt,Graham Cox,Martin Rosen,1970,15/03/2021,
Waterworld,1995,Blu-Ray,B,Post-Apoc,Action,N,Y,N,N,EN/DK,,136,6,Kevin Costner,Dennis Hopper,,1990,,31/07/2020
Wayne's World,1992,DVD,2,Music,Comedy,N,Y,N,N,EN/DK,,90,5,Mike Myers,Dana Carvey,Penelope Spheeris,1990,05/07/2021,05/07/2021
Wayne's World 2,1993,DVD,2,Music,Comedy,N,N,N,N,EN/DK,,91,,Mike Myers,Dana Carvey,Stephen Surjik,1990,07/03/2021,
"Way To Dusty Death The",1995,DVD,2,Chase,Action,N,N,N,N,DK,,113,,Linda Hamilton,Simon Maccorkindale,Geoffrey Reeve,1990,25/07/2021,
Weekand at Bernie's,1989,DVD,2,Crime,Comedy,N,Y,N,N,DK,,109,5,Jonathan Silverman,Andrew McCarthy,Ted Kotcheff,1980,14/10/2020,16/10/2020
Welcome to the Jungle,2003,DVD,2,Crime,Action,N,Y,Y,N,EN/DK,,99,5,Dwayne Johnson,Seann William Scott,Peter Berg,2000,28/04/2020,
We Were Soldiers,2002,DVD,2,War / Military,Action,N,Y,Y,N,DK,,132,5,Mel Gibson,,,2000,,
We're the Millers (Extended Cut),2013,DVD,2,Crime,Comedy,N,Y,Y,Y,EN/DK,,114,5,Jason Sudekis,Jennifer Aniston,,2010,,17/11/2019
What's Eating Gilbert Grape,1993,DVD,2,Everyday,Drama,N,N,N,N,DK,Stereo,118,,Johnney Depp,Leonardo DiCaprio,,1990,25/09/2021,
What Planet Are You From?,1999,DVD,2,Sci-Fi,Comedy,N,Y,N,Y,EN/DK,Dolby Digital (5.1),101,6,John Goodman,Garry Shandling,Mike Nichols,1990,04/09/2021,11/09/2021
What We Do in the Shadows,2015,Blu-Ray,B,Vampire,Comedy,N,Y,N,N,DK,,86,6,Jemaine Clement,Rhys Darby,Taika Waititi,2010,,
Wheels of Terror,1987,DVD,2,War / Military,Action,N,N,N,N,DK,,105,,Oliver Reed,David Carradine,Gordon Hessler,1980,09/03/2021,
When Eight Bells Toll,1971,DVD,2,Spy,Action,N,N,N,N,DK,Mono,90,,Robert Morley,Nathalie Delon,Etenne Périer,1970,25/09/2021,
When Marnie Was There,2014,DVD,2,Supernatural,Drama,Y,Y,N,N,EN,,103,4,,,,2010,,
Where Eagles Dare,1968,Blu-Ray,B,War / Military,Action,N,Y,N,N,EN/DK,,155,7,Richard Burton,Clint Eastwood,,1960,,
Whisper of the Heart,1995,DVD,2,,Adventure,Y,N,N,N,DK,,106,,,,Hayao Miyazaki,1990,17/11/2020,
White Fang,1991,DVD,2,Historical,Adventure,N,N,N,N,EN/DK,,104,,Ethan Hawke,,Randal Kleiser,1990,22/03/2021,
"Whole Nine Yards The",2000,DVD,2,Crime,Comedy,N,Y,N,Y,DK,,89,6,Matthew Perry,Bruce Willis,Jonathan Lynn,2000,24/09/2020,24/09/2020
"Whole Ten Yards The",2004,DVD,2,Crime,Comedy,N,N,N,Y,DK,,94,,Matthew Perry,Bruce Willis,Howard Deutch,2000,30/06/2021,
