Title,Year,Format,Region,Theme,Genre,Animated,Watched,Commentary,Nudity,Subtitles,Sound,Runtime,Rating,Starring1,Starring2,Creator1,Decade,Added,Watched
RoboCop,1987,Blu-Ray,B,Sci-Fi,Action,N,Y,N,Y,EN/DK,,103,6,Peter Weller,Nancy Allen,Paul Verhoeven,1980,,
RoboCop 2,1990,DVD,2,Sci-Fi,Action,N,Y,N,N,EN/DK,,117,4,Peter Weller,Nancy Allen,Irvin Kershner,1990,25/3/2021,15/04/2021
RoboCop 3,1993,DVD,2,Sci-Fi,Action,N,N,N,N,EN/DK,,104,,Robert John Burke,Mario Machado,Fred Dekker,1990,25/3/2021,
RoboCop: Crash & Burn,2001,DVD,2,Sci-Fi,Action,N,N,N,N,DK,,89,,,,Julian Grant,2000,30/6/2021,
RoboCop: Dark Justice,2001,DVD,2,Sci-Fi,Action,N,N,N,N,DK,,89,,,,Julian Grant,2000,30/6/2021,
RoboCop: Meltdown,2001,DVD,2,Sci-Fi,Action,N,N,N,N,DK,,91,,,,,2000,17/11/2020,
RoboCop: Resurrection,2001,DVD,2,Sci-Fi,Action,N,N,N,N,DK,,91,,,,,2000,17/11/2020,
RoboCop,2013,Blu-Ray,B,Sci-Fi,Action,N,Y,N,N,DK,,120,5,Joel Kinnemann,Michael Keaton,,2010,,
"Rock The (2-Disc Collector's Edition)",1996,DVD,2,Disaster,Action,N,Y,Y,N,EN/DK,,131,5,Sean Connery,Nicholas Cage,Michael Bay,1990,,26/07/2020
Rock N' Roll High school,1979,DVD,2,School,Comedy,N,N,Y,N,DK,,92,,PJ Soles,Vincent Van Patten,Roger Corman,1970,27/07/2021,
Rockerne,2004,DVD,2,Crime,Comedy,N,Y,N,Y,DK,,180,6,Simon Kvamm,Rune Tolsgaard,Rasmus Horskjær,2000,17/10/2020,18/10/2020
Rocketeer,1991,DVD,2,Sci-Fi,Action,N,Y,N,N,EN,,104,6,Bill Campbell,Jennifer Connelly,Joe Johnston,1990,,
Role Models,2008,DVD,2,Everyday,Comedy,N,Y,Y,Y,EN/DK,,97,5,Paul Rudd,Seann William Scott,David Wain,2000,,
Rollerball,1975,DVD,1,Sci-Fi,Action,N,N,N,N,EN,Dolby Digital (5.1),125,,James Caan,John Houseman,Norman Jewison,1970,18/09/2021,
Romper Stomper (Special Edition),1992,DVD,2,Crime,Drama,N,Y,N,Y,DK,,88,5,Russell Crowe,,,1990,,
Room,2015,Blu-Ray,B,Dark,Drama,N,N,Y,N,EN,,117,,Brie Larson,William H Macy,,2010,,
R-Point,2004,DVD,2,War / Military,Horror,N,N,N,N,DK,,107,,,,,2000,07/09/2020,
Rules of Engagement,2000,DVD,2,War / Military,Drama,N,Y,Y,N,DK,,127,5,Samuel L Jackson,Tommy Lee Jones,William Friedkin,2000,12/03/2020,12/08/2020
Run All Night,2015,Blu-Ray,B,Detective,Action,N,Y,N,N,EN/DK,,114,5,Liam Neeson,Ed Harris,,2010,,21/09/2020
"Running Man The",1988,DVD,2,Sci-Fi,Action,N,Y,N,N,DK,,101,5,Arnold Schwarzenegger,,,1980,,24/09/2019
Rupture,2016,DVD,2,Psychological,Horror,N,N,N,N,DK,,97,,Peter Stomare,Noomi Rapace,,2010,28/07/2021,
Rush Hour,1998,Blu-Ray,B,Buddy Cop,Action,N,Y,Y,N,EN/DK,,98,7,Jackie Chan,Chris Tucker,Brett Ratner,1990,,
Rush Hour 2,2002,DVD,2,Buddy Cop,Action,N,Y,Y,N,EN/DK,,86,5,Jackie Chan,Chris Tucker,Brett Ratner,2000,08/03/2020,15/03/2020
Rush Hour 3,2006,DVD,2,Buddy Cop,Action,N,Y,N,N,EN/DK,,87,5,Jackie Chan,Chris Tucker,Brett Ratner,2000,08/03/2020,15/03/2020
Rushmore,1998,DVD,2,Romantic,Comedy,N,Y,N,Y,EN/DK,,89,6,Jason Schwartzman,Bill Murray,Wes Anderson,1990,,
"Russian Ninja The",1996,DVD,2,Terrorist,Action,N,N,N,N,DK,,90,,Helle Michaelsen,Frederick Offrein,Mats Helge,1990,25/07/2021,
Sabotage,2013,DVD,2,Heist,Action,N,N,N,N,DK,,105,,Arnold Schwarzenegger,Sam Worthington,David Ayer,2010,25/07/2021,
Safe House,2012,DVD,2,Buddy Cop,Action,N,Y,N,N,EN/DK,,110,5,Ryan Reynolds,Denzel Washington,Daniel Espinosa,2010,07/09/2020,07/09/2020
Sahara,2005,DVD,2,Treasure Hunt,Action,N,Y,N,N,DK,,118,5,Matthew McConaughey,Steve Zahn,,2000,,02/10/2019
Salt (Deluxe Extended Edition),2010,DVD,2,Spy,Action,N,Y,Y,N,EN/DK,,100,5,Angelina Jolie,,,2010,,
"Satan Bug The",1965,DVD,2,Terrorist,Action,N,N,N,N,DK,,110,,George Maharis,Richard Basehart,John Sturges,1960,25/07/2021,
Saving Private Ryan,1998,Blu-Ray,B,War / Military,Action,N,Y,N,N,EN/DK,,169,7,Tom Hanks,Tom Sizemore ,Steven Spielberg,1990,,
Saw,2004,DVD,2,Serial Killer,Body Horror,N,Y,Y,N,DK,,102,5,Cary Elwes,Danny Glover,James Wan,2000,,25/09/2019
Saw II,2005,DVD,2,Serial Killer,Body Horror,N,Y,Y,N,DK,,89,4,Donnie Wahlberg,,,2000,,25/09/2019
Saw III,2006,DVD,2,Serial Killer,Body Horror,N,N,Y,N,DK,,109,,Tobin Bell,Shawnee Smith,Darren Lynn Bousman,2000,30/09/2020,
Saw IV,2007,DVD,2,Serial Killer,Body Horror,N,N,N,N,DK,,92,,Tobin Bell,Scott Patterson,Darren Lynn Bousman,2000,17/10/2020,
Scanners,1981,DVD,2,Supernatural,Body Horror,N,Y,N,N,DK,,99,5,Michael Ironside,,David Cronenberg,1980,28/04/2020,17/05/2020
Scanners 2: The New Order,1990,DVD,2,Supernatural,Body Horror,N,Y,N,N,DK,,100,4,,,,1990,28/04/2020,18/05/2020
Scanners 3: The Takeover,1992,DVD,2,Supernatural,Body Horror,N,Y,N,Y,DK,,101,3,,,Christian Duguay,1990,28/04/2020,22/05/2020
Scarface (2-Disc Special Edition),1983,DVD,2,Crime,Drama,N,Y,N,Y,EN/DK,,184,5,Al Pachino,,,1980,,
Scooby-Doo: De Første Mysterier,1969,DVD,2,Supernatural,Adventure,Y,N,N,N,EN/DK,,107,,,,,1960,20/10/2020,
Scream,1996,DVD,2,Serial Killer,Horror,N,Y,N,N,DK,,107,4,Skeet Ulrich,Neve Campbell,Wes Craven,1990,,13/09/2019
Scream 2,1997,DVD,2,Serial Killer,Horror,N,Y,N,N,DK,,116,4,Neve Campbell,David Arquette,Wes Craven,1990,17/10/2020,
Scream 3,1999,DVD,2,Serial Killer,Horror,N,Y,N,N,DK,,112,,Neve Campbell,David Arquette,Wes Craven,1990,7/11/2020,
Scream 4,2011,DVD,2,Serial Killer,Horror,N,N,N,N,DK,,110,,Neve Campbell,David Arquette,Wes Craven,2010,17/11/2020,
Screamers,1995,DVD,2,Sci-Fi,Action,N,N,N,N,DK,,104,,Peter Weller,,Christian Duguay,1990,2/3/2021,
"Scrubs Season 1",2001,DVD,2,Hospital,Comedy,N,N,N,N,EN/DK,,520,,Zach Braff,John C McGinley,,2000,25/7/2021,
"Scrubs Season 2",2001,DVD,2,Hospital,Comedy,N,N,N,N,EN/DK,,461,,Zach Braff,John C McGinley,,2000,25/7/2021,
"Scrubs Season 3",2005,DVD,2,Hospital,Comedy,N,N,N,N,EN/DK,,485,,Zach Braff,John C McGinley,,2000,25/7/2021,
"Scrubs Season 6",2007,DVD,2,Hospital,Comedy,N,N,N,N,EN/DK,,485,,Zach Braff,John C McGinley,,2000,27/7/2021,
"Scrubs Season 7",2008,DVD,2,Hospital,Comedy,N,N,N,N,EN/DK,,485,,Zach Braff,John C McGinley,,2000,27/7/2021,
School For Scoundrels,2006,DVD,2,School,Comedy,N,N,N,N,DK,Dolby Digital (5.1),103,,Billy Bob Thornton,Jon Heder,Todd Phillips,2000,21/08/2021,
School of Rock,2003,DVD,2,Music,Comedy,N,Y,Y,N,EN/DK,,105,5,Jack Black,Joan Cusack,Richard Linklater,2000,28/04/2020,13/02/2021
Scott Pilgrim vs. The World,2010,DVD,2,Cult,Action Comedy,N,Y,Y,N,EN/DK,,107,6,Michael Cera,Mary Elizabeth Winstead,Edgar Wright,2010,28/04/2020,07/08/2020
Scrooged,1988,DVD,2,Christmas,Comedy,N,N,N,N,EN/DK,Dolby Digital (5.1),97,,Bill Murray,Karen Allen,Richard Donner,1980,21/08/2021,
Season of the Witch,2010,DVD,2,Fantasy,Action,N,Y,N,N,DK,,91,5,Nicholas Cage,Ron Perlman,Dominic Sena,2010,28/04/2020,16/09/2020
Secret Window,2004,DVD,2,Psychological,Thriller,N,Y,Y,N,EN/DK,,92,5,Johnny Depp,John Turturro,David Koepp,2000,28/04/2020,21/05/2020
Self/Less,2015,DVD,2,Sci-Fi,Action,N,N,N,N,DK,,112,,Ryan Reynolds,Ben Kingsley,Tarsem Singh,2010,15/03/2021,
"Sentinel The",2006,DVD,2,Spy,Thriller,N,Y,Y,N,EN/DK,,104,4,Michael Douglas,Kiefer Sutherland,Clark Johnson,2000,21/08/2020,26/08/2020
Seraphim Falls,2008,DVD,2,Western,Thriller,N,N,N,N,DK,,107,,Pierce Brosnan,Liam Neeson,David Van Ancken,2000,25/07/2021,
Serenity,2005,DVD,2,Sci-Fi,Action Comedy,N,Y,Y,N,EN/DK,,114,7,Nathan Fillion,,,2000,,
Seven (2-Disc),1995,DVD,2,Serial Killer,Thriller,N,Y,Y,Y,DK,,122,6,Brad Pitt,Morgan Freeman,,1990,,
Seven Samurai,1954,DVD,2,Martial Arts,Action,N,N,N,N,DK,,201,,Toshiro Mifune,Takashi Shimura,Akira Kurosawa,1950,20/10/2020,
Shadow Conspiracy,1997,DVD,2,Conspiracy,Action,N,Y,N,N,DK,,99,5,Charlie Sheen,Linda Hamilton,George P. Cosmatos,1990,05/07/2021,08/07/2021
Shadow of the Sword,2005,DVD,2,Alternate History,Action,N,N,N,N,DK,Dolby Digital (5.1),104,,Nikolaj Coster-Waldau,Steven Berkoff,,2000,26/08/2021,
Shadow of the Vampire,2000,DVD,2,Vampire,Horror,N,Y,N,N,DK,,87,5,Willem DaFoe,,,2000,,
Shanghai Noon,2001,DVD,2,Western,Action Comedy,N,N,N,N,EN/DK,,115,,Owen Wilson,Jackie Chan,Tom Dey,2000,20/10/2020,
"Shape of Water The",2017,Blu-Ray,A/B/C,Sci-Fi,Drama,N,Y,N,Y,EN/DK,,123,5,,,,2010,,
Shaun of the Dead,2004,DVD,2,Zombie,Horror Comedy,N,Y,Y,N,EN/DK,,96,7,Simon Pegg,Nick Frost,Edgar Wright,2000,,
Shawshank Redemption,1994,DVD,2,Crime,Drama,N,Y,N,N,DK,,142,7,Tim Robbins ,Morgan Freeman,Frank Darabont,1990,,
Shazam! ,2019,Blu-Ray,B,Superhero,Action Comedy,N,Y,N,N,EN/DK,,131,5,Zachary Levi,,David E. Sandberg,2010,29/06/2020,
"Shepherd The: Border Patrol",2008,DVD,2,Crime,Action,N,Y,N,Y,EN/DK,,90,4,Jean-Claude Van Damme,,Isaac Florentine,2000,28/04/2020,24/05/2020
Sherlock Holmes,2009,Blu-Ray,B,Detective,Action,N,N,N,N,EN/DK,,128,,Robert Downey Jr.,Jude Law,Guy Ritchie,2000,17/11/2020,
Sherlock Holmes: A Game of Shadows,2011,Blu-Ray,B,Detective,Action,N,Y,N,N,EN/DK,,128,6,Robert Downey Jr.,Jude Law,Guy Ritchie,2010,17/11/2020,23/12/2020
"Sherlock Series Four",2017,Blu-Ray,B,Detective,Thriller,N,N,N,N,DK,Dolby Digital (5.1),265,,Benedict Cumberbatch,Martin Short,Sue Vertue,2010,23/08/2021,
Shin Godzilla,2016,Blu-Ray,B,Monster,Action,N,Y,N,N,EN,,120,6,,,,2010,,
"Shining The",1980,Blu-Ray,B,Psychological,Horror,N,Y,Y,Y,EN/DK,,119,7,Jack Nicholson,Shelley Duvall,,1980,,
Shivers,1975,DVD,2,Sci-Fi,Horror,N,N,N,Y,EN,,83,,Paul Hampton,Joe Silver,David Cronenberg,1970,29/03/2021,
Shoot 'Em Up,2007,DVD,2,Crime,Action,N,Y,Y,Y,DK,,83,5,Clive Owen,Paul Giamatti,Michael Davis,2000,28/04/2020,17/05/2020
Shooter,2008,Blu-Ray,B,Conspiracy,Action,N,Y,Y,Y,EN,,126,6,Mark Wahlberg,Michael Pena,Antoine Fuqua,2000,23/08/2021,
Showgirls,1995,DVD,2,Erotic,Drama,N,N,N,Y,EN,Dolby Digital (5.1),126,,Elizabeth Berkley,Kyle MacLachlan,Paul Verhoeven,1990,,
Shrek,2001,DVD,2,Fantasy,Comedy,Y,N,Y,N,EN/DK,,90,,Mike Myers,Eddie Murphy,,2000,28/04/2020,
Shrek 2,2004,DVD,2,Fantasy,Comedy,Y,N,N,N,EN/DK,,89,,Mike Myers,Eddie Murphy,,2000,08/07/2020,
Shrek 3,2007,DVD,2,Fantasy,Comedy,Y,N,N,N,EN/DK,,89,,Mike Myers,Eddie Murphy,Chris Miller,2000,09/03/2021,
Sicario,2015,DVD,2,Crime,Action,N,Y,N,N,DK,,116,6,Josh Brolin,Benicio Del Toro,Dennis Villeneuve,2010,25/07/2021,29/07/2021
"Siege The",1998,DVD,2,War / Military,Thriller,N,Y,N,N,EN/DK,,111,5,Bruce Willis,Denzel Washington,Edward Zwick,1990,28/04/2020,22/05/2020
Signs,2002,DVD,2,Extraterrestrial,Drama,N,Y,N,N,EN/DK,,102,5,Mel Gibson,Joaquin Phoenix,M. Night Shyamalan,2000,,
Silence of the Lambs,1990,DVD,2,Serial Killer,Thriller,N,Y,N,Y,EN/DK,,114,6,Anthony Hopkins,Jodie Foster,Jonathan Demme,1990,08/03/2020,18/7/2020
Silent Hill,2006,Blu-Ray,A/B/C,Supernatural,Body Horror,N,Y,N,Y,DE,,121,6,Radha Mitchell,Sean Bean,,2000,,14/10/2019
Silent Movie,1976,DVD,2,,Comedy,N,N,N,N,DK,,84,,Mel Brooks,,,1970,01/03/2021,
Silent Running,1972,DVD,2,Space,Drama,N,Y,N,N,EN/DK,,85,2,Bruce Dern,,,1970,01/11/2020,1/12/2020
Simpsons: The Movie,2007,DVD,2,Cult,Comedy,Y,Y,Y,N,EN/DK,,87,5,Hank Azaria,Dan Castellaneta,David Silverman,2000,28/04/2020,15/9/2020
Sin City,2005,DVD,2,Detective,Action,N,N,N,N,DK,,119,,Bruce Willis,Mickey Rourke,Robert Rodriguez,2000,28/04/2020,
"Sixth Sense The",1999,DVD,2,Supernatural,Drama,N,N,N,N,DK,,103,,Bruce Willis,Haley Joel Osment,M. Night Shyamalan,1990,07/09/2020,
Skeleton Key,2005,DVD,2,Supernatural,Thriller,N,Y,Y,N,EN/DK,,100,4,Kate Hudson,John Hurt,Iain Softley,2000,09/10/2020,22/10/2020
Sky Captain and the World of Tomorrow,2004,DVD,2,Sci-Fi,Action,N,N,Y,N,DK,,102,,Jude Law,Angelina Jolie,,2000,13/11/2020,
Sky High,2005,DVD,2,Superhero,Action Comedy,N,Y,N,N,EN,,95,4,Kurt Russell,,Mike Mitchel,2000,08/06/2020,08/01/2021
Slash,2002,DVD,2,Slasher,Horror,N,Y,N,N,DK,,90,4,Adam Woolf,Danny Keogh,Neal Sundstrom,2000,19/07/2021,05/08/2021
Sleepers,1996,DVD,2,Crime,Drama,N,N,N,N,DK,,141,,Robert De Niro,Kevin Bacon,Barry Levinson,1990,01/09/2020,
Sleepy Hollow,1999,DVD,2,Supernatural,Horror,N,Y,Y,N,DK,,104,5,Johnny Depp,Christina Ricci,Tim Burton,1990,,
Slither,2006,DVD,2,Extraterrestrial,Body Horror,N,Y,N,Y,DK,,91,6,Nathan Fillion,Elizabeth Banks,James Gunn,2000,,
Small Soldiers,1998,DVD,2,Fantasy,Adventure,Y,Y,N,N,EN/DK,,106,5,,,Joe Dante,1990,,
Smilla's Sense of Snow,1997,DVD,2,Detective,Thriller,N,N,N,N,DK,,116,,Julia Ormond,Gabriel Byrne,Bille August,1990,25/07/2021,
Smokey and the Bandit,1977,DVD,2,Chase,Comedy,N,Y,N,N,EN/DK,,91,5,Burt Reynolds,Jackie Gleason,,1970,,
Smokey and the Bandit II,1980,DVD,2,Chase,Comedy,N,Y,N,N,DK,,96,4,Burt Reynolds,Jackie Gleason,,1980,,
Smokey and the Bandit III,1983,DVD,2,Chase,Comedy,N,N,N,N,DK,,82,,Jackie Gleason,,,1980,,
Snakes on a Plane,2006,DVD,2,,Action Comedy,N,Y,N,Y,EN/DK,,101,5,Samuel L. Jackson,,David R. Ellis,2000,22/10/2020,23/10/2020
Snatch,2000,DVD,2,Crime,Action Comedy,N,Y,N,N,EN,,99,6,Jason Statham,Brad Pitt,,2000,,
Sneakers (Collector's Edition),1992,DVD,2,Spy,Thriller,N,Y,N,N,DK,,120,6,Robert Redford,Dan Akroyd,Phil Alden Robinson,1990,09/10/2020,27/12/2020
Speed Racer ,2008,Blu-Ray,B,Chase,Action,N,N,N,N,EN/DK,,135,,Emile Hirsch,Christina Ricci,Wachowski Brothers ,2000,01/03/2021,
Sniper,1993,DVD,2,War / Military,Action,N,Y,N,N,DK,,95,5,Tom Berenger,Billy Zane,Luis Llosa,1990,28/04/2020,24/07/2020
Snow White and the Seven Dwarfs,1937,DVD,2,,Adventure,Y,N,N,N,EN/DK,,80,,,,,1930,17/11/2020,
Solaris,2000,DVD,2,Sci-Fi,Drama,N,Y,Y,Y,EN/DK,,94,5,George Clooney,,,2000,,
Soldier,1998,DVD,2,Sci-Fi,Action,N,Y,N,N,EN,,95,6,Kurt Russell,Connie Nielsen,Paul Anderson,1990,,
Solomon Kane,2009,DVD,2,Fantasy,Action,N,Y,N,N,DK,,100,5,James Purefoy,Jason Flemyng,Michael J. Bassett,2000,28/04/2020,01/08/2020
Something About Mary,2001,DVD,2,Romantic,Comedy,N,Y,Y,Y,EN/DK,,114,5,Ben Stiller,Cameron Diaz,Farrelly Brothers,2000,21/08/2020,21/08/2020
Sonic The Hedgehog,2020,Blu-Ray,B,Video Game,Action Comedy,N,Y,N,N,EN/DK,Dolby Digital (5.1),99,5,Jim Carrey,James Marsden,Jeff Fowler,2020,18/09/2021,18/09/2021
Source Code,2011,Blu-Ray,B,Time Travel,Thriller,N,Y,Y,N,EN,,93,6,Jake Gyllenhaal,,,2010,,
Southern Comfort,1981,DVD,2,War / Military,Action,N,N,N,N,DK,,100,,Fred Ward,Keith Carradine,Walter Hill,1980,20/07/2021,
"South Park: Bigger Longer Uncut",1999,DVD,2,Disaster,Comedy,Y,Y,N,Y,EN/DK,,81,6,Trey Parker,Matt Stone,,1990,08/03/2020,
Space Cowboys,2000,DVD,2,Sci-Fi,Action,N,Y,N,N,EN/DK,,126,5,Clint Eastwood,Tommy Lee Jones,Clint Eastwood,2000,,
Spaceballs,1987,DVD,2,Sci-Fi,Comedy,N,N,N,N,EN/DK,,92,,Rick Moranis,John Candy,Mel Brooks,1980,,
Spartacus (Collector's Edition),1960,DVD,2,Historical,Epic,N,Y,Y,N,EN/DK,,189,5,Kirk Douglas,Laurence Olivier,Stanley Kubrick,1960,05/07/2021,05/07/2021
"Specialist The",1994,Blu-Ray,B,Conspiracy,Action,N,Y,N,Y,EN/DK,,110,4,Sylvester Stallone,James Woods,,1990,,23/09/2019
Species,1995,DVD,2,Extraterrestrial,Thriller,N,Y,N,Y,EN/DK,,104,6,Ben Kingsley,Alfred Molina,Roger Donaldson ,1990,22/10/2020,22/10/2020
Speed ,1994,Blu-Ray,A/B/C,Chase,Action,N,Y,Y,N,EN/DK,,116,5,Keanu Reeves,Sandra Bullock,,1990,08/02/2020,24/03/2020
Speed 2,1997,Blu-Ray,A/B/C,Chase,Action,N,Y,N,N,EN/DK,,125,3,Sandra Bullock,Willem Dafoe,,1990,08/02/2020,25/03/2020
Spider-man,2002,DVD,2,Superhero,Action,N,Y,Y,N,EN/DK,,116,5,Tobey Maguire,Willem DaFoe,Sam Raimi,2000,,20/09/2019
Spider-man II,2004,DVD,2,Superhero,Action,N,Y,Y,N,EN/DK,,122,6,Tobey Maguire,Alfred Molina,Sam Raimi,2000,,22/09/2019
Spider-man III,2007,DVD,2,Superhero,Action,N,Y,Y,N,EN/DK,,133,3,Tobey Maguire,Thomas Haden Church,Sam Raimi,2000,,24/09/2019
Spiderman: Homecoming,2017,Blu-Ray,A/B/C,Superhero,Action,N,Y,N,N,EN,,133,6,Tom Holland,Michael Keaton,,2010,,
Spiderman: Into the Spider-Verse,2018,Blu-Ray,A/B/C,Superhero,Action,Y,Y,Y,N,EN/DK,,117,6,Samek Moore,Jake Johnson,,2010,,
Spiderman: Far From Home,2019,Blu-Ray,A/B/C,Superhero,Action,N,N,N,N,EN/DK,DTS,129,,Tom Holland,Jake Gyllenhaal,Jon Watts,2010,04/09/2021,
"Spirit The",2008,DVD,2,Superhero,Action,N,N,Y,N,EN/DK,,98,,Gabriel Macht,Eva Mendes,Frank Miller,2000,19/06/2021,
Spirited Away,2001,Blu-Ray,B,Fantasy,Adventure,Y,Y,N,N,DK,,125,6,,,Hayao Miyazaki,2000,08/02/2020,08/02/2020
Split Second,1992,DVD,2,Serial Killer,Thriller,N,Y,N,Y,DK,,87,3,Rutger Hauer,Kim Cattrall,Tony Maylam,1990,25/07/2021,27/07/2021
Spring Breakers,2012,DVD,2,Crime,Drama,N,Y,N,Y,DK,,90,5,James Franco,,,2010,,
Sprængfarlig Bombe,2006,DVD,2,Everyday,Comedy,N,Y,N,N,DK,,88,5,Ulrich Thomsen,Nikolaj Lie Kaas,Tomas Villum Jensen,2000,28/04/2020,04/06/2020
Spy Game,2001,DVD,2,Spy,Thriller,N,N,Y,N,DK,,121,,Robert Redford,Brad Pitt,Tony Scott,2000,28/04/2020,
Stand By Me,1986,DVD,2,Everyday,Drama,N,Y,Y,N,EN/DK,,85,7,River Phoenix,Wil Wheaton,Rob Reiner,1980,,
StarCraft Cutscenes (Special Limited Edition),2001,DVD,2,Sci-Fi,Action,N,N,N,N,,,36,,,,,2000,05/07/2021,
Star Trek: The Motion Picture,1979,Blu-Ray,B,Sci-Fi,Adventure,N,Y,Y,N,EN/DK,,132,6,William Shatner,Leonard Nimoy,,1970,15/01/2020,26/01/2020
Star Trek II: The Wrath of Khan,1982,Blu-Ray,B,Sci-Fi,Adventure,N,Y,Y,N,EN/DK,,113,6,William Shatner,Leonard Nimoy,,1980,15/01/2020,19/05/2020
Star Trek III: The Search for Spock,1984,Blu-Ray,B,Sci-Fi,Adventure,N,Y,Y,N,EN/DK,,105,4,William Shatner,Leonard Nimoy,Leonard Nimoy,1980,15/01/2020,21/05/2020
Star Trek IV: The Voyage Home,1986,Blu-Ray,B,Sci-Fi,Adventure,N,Y,Y,N,EN/DK,,119,4,William Shatner,Leonard Nimoy,Leonard Nimoy,1980,15/01/2020,19/07/2020
Star Trek V: The Final Frontier,1989,Blu-Ray,B,Sci-Fi,Adventure,N,Y,Y,N,EN/DK,,106,5,William Shatner,Leonard Nimoy,William Shatner,1980,15/01/2020,20/07/2020
Star Trek VI: The Undiscovered Country,1991,Blu-Ray,B,Sci-Fi,Adventure,N,Y,Y,N,EN/DK,,110,5,William Shatner,Leonard Nimoy,,1990,15/01/2020,24/07/2020
"Star Trek: The Next Generation Season 1",1987,Blu-Ray,B,Sci-Fi,Adventure,N,Y,N,N,EN/DK,,1184,4,Patrick Stewart,Jonathan Frakes,,1980,,
"Star Trek: The Next Generation Season 2",1988,Blu-Ray,B,Sci-Fi,Adventure,N,Y,N,N,EN/DK,,999,5,Patrick Stewart,Jonathan Frakes,,1980,,
"Star Trek: The Next Generation Season 3",1989,Blu-Ray,B,Sci-Fi,Adventure,N,Y,N,N,EN/DK,,1181,6,Patrick Stewart,Jonathan Frakes,,1980,,
"Star Trek: The Next Generation Season 4",1990,Blu-Ray,B,Sci-Fi,Adventure,N,Y,N,N,EN/DK,,1181,6,Patrick Stewart,Jonathan Frakes,,1990,,
"Star Trek: The Next Generation Season 5",1991,Blu-Ray,B,Sci-Fi,Adventure,N,Y,N,N,EN/DK,,1183,7,Patrick Stewart,Jonathan Frakes,,1990,,
"Star Trek: The Next Generation Season 6",1992,Blu-Ray,B,Sci-Fi,Adventure,N,Y,N,N,EN/DK,,1176,6,Patrick Stewart,Jonathan Frakes,,1990,,
"Star Trek: The Next Generation Season 7",1993,Blu-Ray,B,Sci-Fi,Adventure,N,Y,N,N,EN/DK,,1172,5,Patrick Stewart,Jonathan Frakes,,1990,15/01/2020,
Star Trek: Generations,1994,Blu-Ray,B,Sci-Fi,Action,N,Y,Y,N,EN/DK,,118,5,William Shatner,Patrick Stewart,Rick Berman,1990,15/01/2020,24/07/2020
Star Trek: First Contact,1996,Blu-Ray,B,Sci-Fi,Action,N,Y,Y,N,EN/DK,,111,5,Patrick Stewart,Jonathan Frakes,,1990,15/01/2020,26/07/2020
Star Trek: Insurrection,1998,Blu-Ray,B,Sci-Fi,Action,N,Y,Y,N,EN/DK,,103,6,Patrick Stewart,Jonathan Frakes,,1990,15/01/2020,27/07/2020
Star Trek: Nemesis,2002,Blu-Ray,B,Sci-Fi,Action,N,Y,Y,N,EN/DK,,116,4,Patrick Stewart,Jonathan Frakes,,2000,15/01/2020,31/07/2020
Star Trek (Special Edition),2009,Blu-Ray,A/B/C,Sci-Fi,Action,N,N,Y,N,EN/DK,,127,,Chris Pine,Simon Pegg,JJ Abrams,2000,05/07/2021,
Star Trek: Beyond,2018,Blu-Ray,B,Extraterrestrial,Action,N,Y,N,N,EN/DK,,,4,Chris Pine,Simon Pegg,,2010,,
Star Wars I: The Phantom Menace,1999,DVD,2,Fantasy,Adventure,N,Y,Y,N,EN/DK,,131,4,Liam Neeson,Ewan McGregor,George Lucas,1990,,02/08/2020
Star Wars II: Attack of the Clones,2002,DVD,2,Fantasy,Adventure,N,Y,Y,N,EN/DK,,137,3,Ewan McGregor,Hayden Christensen,George Lucas,2000,22/01/2020,03/08/2020
Star Wars III: Revenge of the Sith,2005,DVD,2,Fantasy,Adventure,N,Y,Y,N,EN/DK,,134,4,Ewan McGregor,Hayden Christensen,George Lucas,2000,,05/08/2020
Star Wars IV: A New Hope (Special Edition),1977,VHS,2,Fantasy,Adventure,N,N,N,N,DK,,120,,Mark Hamill,Harrison Ford,George Lucas,1970,08/06/2020,
Star Wars V: The Empire Strikes Back (Special Edition),1980,VHS,2,Fantasy,Adventure,N,N,N,N,DK,,122,,Mark Hamill,Harrison Ford,George Lucas,1980,08/06/2020,
Star Wars VI: Return of the Jedi (Special Edition),1983,VHS,2,Fantasy,Adventure,N,N,N,N,DK,,130,,Mark Hamill,Harrison Ford,George Lucas,1980,08/06/2020,
Star Wars IV: A New Hope,1977,Blu-Ray,A/B/C,Fantasy,Adventure,N,Y,Y,N,DK,,121,6,Mark Hamill,Harrison Ford,George Lucas,1970,,
Star Wars V: The Empire Strikes Back,1980,Blu-Ray,A/B/C,Fantasy,Adventure,N,Y,Y,N,DK,,124,6,Mark Hamill,Harrison Ford,George Lucas,1980,,
Star Wars VI: Return of the Jedi,1983,Blu-Ray,A/B/C,Fantasy,Adventure,N,Y,Y,N,DK,,131,6,Mark Hamill,Harrison Ford,George Lucas,1980,,
Star Wars VII: The Force Awakens,2015,Blu-Ray,B,Fantasy,Adventure,N,Y,N,N,EN/DK,,132,6,Daisy Ridley,Adam Driver,Lawrence Kasdan,2010,,
Stardust,2007,Blu-Ray,B,Fantasy,Adventure,N,Y,Y,N,EN/DK,,127,6,Charlie Cox,Claire Danes,Matthew Vaughn,2000,,
Stargate (Director's Cut),1994,DVD,2,Sci-Fi,Action,N,Y,Y,N,EN/DK,,124,6,Kurt Russell,James Spader,Roland Emmerich,1990,,30/01/2020
